Prefetcher	Size	Hops	Start	End	Vertices Requested	Vertices Evicted	Cache Hits	Cache Misses	Total Runtime	Total DB time	DB calls
CTE Lookahead	1	20	28238	21382	2515	0	1694	821	931156502	660641447	821
CTE Lookahead	1	20	28238	21382	2515	0	1694	821	652759626	557924053	821
CTE Lookahead	1	20	28238	21382	2515	0	1694	821	698941909	610236299	821
CTE Lookahead	1	20	28238	21382	2515	0	1694	821	528396582	454683701	821
CTE Lookahead	1	20	28238	21382	2515	0	1694	821	624393995	537874177	821
CTE Lookahead	2	20	28238	21382	2515	0	2146	369	301238958	223826840	369
CTE Lookahead	2	20	28238	21382	2515	0	2146	369	262694543	205473324	369
CTE Lookahead	2	20	28238	21382	2515	0	2146	369	296887617	228833194	369
CTE Lookahead	2	20	28238	21382	2515	0	2146	369	380492061	295588269	369
CTE Lookahead	2	20	28238	21382	2515	0	2146	369	338969892	263557781	369
CTE Lookahead	3	20	28238	21382	2515	0	2330	185	182345732	132109255	185
CTE Lookahead	3	20	28238	21382	2515	0	2330	185	214266937	156696811	185
CTE Lookahead	3	20	28238	21382	2515	0	2330	185	282418387	212959542	185
CTE Lookahead	3	20	28238	21382	2515	0	2330	185	203071884	143993579	185
CTE Lookahead	3	20	28238	21382	2515	0	2330	185	178364233	131677433	185
CTE Lookahead	4	20	28238	21382	2515	0	2406	109	182530379	114493632	109
CTE Lookahead	4	20	28238	21382	2515	0	2406	109	182545216	114832841	109
CTE Lookahead	4	20	28238	21382	2515	0	2406	109	159781664	108778021	109
CTE Lookahead	4	20	28238	21382	2515	0	2406	109	170767396	110735630	109
CTE Lookahead	4	20	28238	21382	2515	0	2406	109	197769546	136326508	109
CTE Lookahead	5	20	28238	21382	2515	0	2443	72	202725115	144772081	72
CTE Lookahead	5	20	28238	21382	2515	0	2443	72	193363515	135245004	72
CTE Lookahead	5	20	28238	21382	2515	0	2443	72	183082728	119888590	72
CTE Lookahead	5	20	28238	21382	2515	0	2443	72	190693634	122123724	72
CTE Lookahead	5	20	28238	21382	2515	0	2443	72	186050699	126876331	72
CTE Lookahead	6	20	28238	21382	2515	0	2463	52	315048453	237115885	52
CTE Lookahead	6	20	28238	21382	2515	0	2463	52	286218697	217598676	52
CTE Lookahead	6	20	28238	21382	2515	0	2463	52	282144147	206328510	52
CTE Lookahead	6	20	28238	21382	2515	0	2463	52	419047037	314334300	52
CTE Lookahead	6	20	28238	21382	2515	0	2463	52	326870032	227596156	52
CTE Lookahead	7	20	28238	21382	2515	0	2476	39	582012382	447117554	39
CTE Lookahead	7	20	28238	21382	2515	0	2476	39	598120079	480992191	39
CTE Lookahead	7	20	28238	21382	2515	0	2476	39	549313940	437139238	39
CTE Lookahead	7	20	28238	21382	2515	0	2476	39	575875270	445727714	39
CTE Lookahead	7	20	28238	21382	2515	0	2476	39	558511100	453774930	39
CTE Lookahead	8	20	28238	21382	2515	0	2486	29	1365083889	1204653903	29
CTE Lookahead	8	20	28238	21382	2515	0	2486	29	1375312650	1218576937	29
CTE Lookahead	8	20	28238	21382	2515	0	2486	29	1339745693	1182264238	29
CTE Lookahead	8	20	28238	21382	2515	0	2486	29	1370642081	1252778577	29
CTE Lookahead	8	20	28238	21382	2515	0	2486	29	1345327504	1205550571	29
CTE Lookahead	9	20	28238	21382	2515	0	2493	22	4198003935	4046900567	22
CTE Lookahead	9	20	28238	21382	2515	0	2493	22	3968722014	3804177822	22
CTE Lookahead	9	20	28238	21382	2515	0	2493	22	3936686301	3783790376	22
CTE Lookahead	9	20	28238	21382	2515	0	2493	22	3970369180	3805601717	22
CTE Lookahead	9	20	28238	21382	2515	0	2493	22	3946734990	3816107567	22
Lookahead	1	20	28238	21382	2515	0	2146	369	1713672007	1575933664	738
Lookahead	1	20	28238	21382	2515	0	2146	369	1323775518	1220330006	738
Lookahead	1	20	28238	21382	2515	0	2146	369	1647500514	1530497235	738
Lookahead	1	20	28238	21382	2515	0	2146	369	1483410496	1379545725	738
Lookahead	1	20	28238	21382	2515	0	2146	369	1513913108	1407974770	738
Lookahead	5	20	28238	21382	2515	0	2465	50	678672513	576701088	300
Lookahead	5	20	28238	21382	2515	0	2465	50	641186065	544125114	300
Lookahead	5	20	28238	21382	2515	0	2465	50	688282863	594983100	300
Lookahead	5	20	28238	21382	2515	0	2465	50	689392448	590876651	300
Lookahead	5	20	28238	21382	2515	0	2465	50	688821074	603421894	300
Lookahead	10	20	28238	21382	2515	0	2500	15	455033052	355129713	165
Lookahead	10	20	28238	21382	2515	0	2500	15	494852410	392376480	165
Lookahead	10	20	28238	21382	2515	0	2500	15	511392847	410909972	165
Lookahead	10	20	28238	21382	2515	0	2500	15	422629121	324529450	165
Lookahead	10	20	28238	21382	2515	0	2500	15	463730939	371968894	165
Lookahead	20	20	28238	21382	2515	0	2510	5	393095814	276865561	105
Lookahead	20	20	28238	21382	2515	0	2510	5	370081009	262421970	105
Lookahead	20	20	28238	21382	2515	0	2510	5	373813236	262078460	105
Lookahead	20	20	28238	21382	2515	0	2510	5	393092465	276250724	105
Lookahead	20	20	28238	21382	2515	0	2510	5	416775364	293055132	105
Lookahead	40	20	28238	21382	2515	0	2514	1	392946866	173180697	41
Lookahead	40	20	28238	21382	2515	0	2514	1	361173389	162975280	41
Lookahead	40	20	28238	21382	2515	0	2514	1	315536565	130885444	41
Lookahead	40	20	28238	21382	2515	0	2514	1	337395291	128924189	41
Lookahead	40	20	28238	21382	2515	0	2514	1	293686661	140687133	41
Lookahead	60	20	28238	21382	2515	0	2514	1	982537718	379679132	61
Lookahead	60	20	28238	21382	2515	0	2514	1	885225373	279420705	61
Lookahead	60	20	28238	21382	2515	0	2514	1	1029252579	314590070	61
Lookahead	60	20	28238	21382	2515	0	2514	1	1125119082	369299162	61
Lookahead	60	20	28238	21382	2515	0	2514	1	865431190	282476804	61
Lookahead	80	20	28238	21382	2515	0	2514	1	2142255709	584493678	81
Lookahead	80	20	28238	21382	2515	0	2514	1	2024966134	555311018	81
Lookahead	80	20	28238	21382	2515	0	2514	1	2068397085	516710929	81
Lookahead	80	20	28238	21382	2515	0	2514	1	2149033615	610150948	81
Lookahead	80	20	28238	21382	2515	0	2514	1	2016862838	567331335	81
Lookahead	100	20	28238	21382	2515	0	2514	1	6267567462	1940938385	101
Lookahead	100	20	28238	21382	2515	0	2514	1	5761681535	1846983496	101
Lookahead	100	20	28238	21382	2515	0	2514	1	5999192350	1828993004	101
Lookahead	100	20	28238	21382	2515	0	2514	1	5669243135	1778848709	101
Lookahead	100	20	28238	21382	2515	0	2514	1	5846853507	1875448176	101
Lookahead	120	20	28238	21382	2515	0	2514	1	12255351932	4361603775	121
Lookahead	120	20	28238	21382	2515	0	2514	1	12553622204	4171752322	121
Lookahead	120	20	28238	21382	2515	0	2514	1	11802766873	4181236941	121
Lookahead	120	20	28238	21382	2515	0	2514	1	12509546052	3950575990	121
Lookahead	120	20	28238	21382	2515	0	2514	1	11687090869	4015355905	121
Lookahead	140	20	28238	21382	2515	0	2514	1	18994933713	6416775326	141
Lookahead	140	20	28238	21382	2515	0	2514	1	19621664902	6600995213	141
Lookahead	140	20	28238	21382	2515	0	2514	1	19673407810	6655636306	141
Lookahead	140	20	28238	21382	2515	0	2514	1	19497080543	6864080831	141
Lookahead	140	20	28238	21382	2515	0	2514	1	18926119683	6428150512	141
Lookahead	160	20	28238	21382	2515	0	2514	1	26964639305	9362503112	161
Lookahead	160	20	28238	21382	2515	0	2514	1	26140524376	9073139780	161
Lookahead	160	20	28238	21382	2515	0	2514	1	26438415473	9107203738	161
Lookahead	160	20	28238	21382	2515	0	2514	1	26855982829	9245852057	161
Lookahead	160	20	28238	21382	2515	0	2514	1	26829547535	8971898445	161
Lookahead	180	20	28238	21382	2515	0	2514	1	35393006946	11741843934	181
Lookahead	180	20	28238	21382	2515	0	2514	1	35204559312	11406871507	181
Lookahead	180	20	28238	21382	2515	0	2514	1	38542658209	11972249261	181
Lookahead	180	20	28238	21382	2515	0	2514	1	36329774815	11689568869	181
Lookahead	180	20	28238	21382	2515	0	2514	1	36136881529	11190801412	181
Lookahead	200	20	28238	21382	2515	0	2514	1	46101860905	14364760230	201
Lookahead	200	20	28238	21382	2515	0	2514	1	45696271843	13974164887	201
Lookahead	200	20	28238	21382	2515	0	2514	1	44903290025	13430144838	201
Lookahead	200	20	28238	21382	2515	0	2514	1	45846888880	14179382019	201
Lookahead	200	20	28238	21382	2515	0	2514	1	45948805303	14174708816	201
Null Prefetcher	0	20	28238	21382	2515	0	1694	821	1587187262	1484988583	821
Null Prefetcher	0	20	28238	21382	2515	0	1694	821	1648740044	1566524359	821
Null Prefetcher	0	20	28238	21382	2515	0	1694	821	1712886112	1630260447	821
Null Prefetcher	0	20	28238	21382	2515	0	1694	821	1684336980	1611565998	821
Null Prefetcher	0	20	28238	21382	2515	0	1694	821	1555600156	1474668277	821
Block	100	20	28238	21382	2515	0	1705	810	41644962427	41442164187	810
Block	100	20	28238	21382	2515	0	1705	810	43391065162	43209204244	810
Block	100	20	28238	21382	2515	0	1705	810	42689614582	42514893666	810
Block	100	20	28238	21382	2515	0	1705	810	42606681867	42435446244	810
Block	100	20	28238	21382	2515	0	1705	810	40851316024	40675703321	810
Block	1000	20	28238	21382	2515	0	2147	368	20488239220	20371312277	368
Block	1000	20	28238	21382	2515	0	2147	368	18399822792	18286935819	368
Block	1000	20	28238	21382	2515	0	2147	368	20077129057	19962842981	368
Block	1000	20	28238	21382	2515	0	2147	368	18560628617	18450044650	368
Block	1000	20	28238	21382	2515	0	2147	368	18666091077	18557179179	368
Block	5000	20	28238	21382	2515	0	2482	33	1812670007	1663272319	33
Block	5000	20	28238	21382	2515	0	2482	33	1788160349	1626995237	33
Block	5000	20	28238	21382	2515	0	2482	33	1871599628	1717573102	33
Block	5000	20	28238	21382	2515	0	2482	33	1898451671	1746649285	33
Block	5000	20	28238	21382	2515	0	2482	33	2360129197	2197785786	33
Block	10000	20	28238	21382	2515	0	2506	9	1123662915	794567341	9
Block	10000	20	28238	21382	2515	0	2506	9	1087325931	780158935	9
Block	10000	20	28238	21382	2515	0	2506	9	1064659089	766431165	9
Block	10000	20	28238	21382	2515	0	2506	9	1011611097	713467401	9
Block	10000	20	28238	21382	2515	0	2506	9	1081642545	771021991	9
Block	15000	20	28238	21382	2515	0	2509	6	1085366681	508276209	6
Block	15000	20	28238	21382	2515	0	2509	6	1108184780	518034860	6
Block	15000	20	28238	21382	2515	0	2509	6	999358607	430745226	6
Block	15000	20	28238	21382	2515	0	2509	6	1044673919	429824901	6
Block	15000	20	28238	21382	2515	0	2509	6	1148462144	499038447	6
Block	20000	20	28238	21382	2515	0	2512	3	973397339	241815203	3
Block	20000	20	28238	21382	2515	0	2512	3	921594605	259303162	3
Block	20000	20	28238	21382	2515	0	2512	3	915570416	254688095	3
Block	20000	20	28238	21382	2515	0	2512	3	1020939860	269681170	3
Block	20000	20	28238	21382	2515	0	2512	3	1003195939	273468086	3
CTE Lookahead	1	40	131882	132255	1960	0	1241	719	528278636	457349986	719
CTE Lookahead	1	40	131882	132255	1960	0	1241	719	416179341	361882786	719
CTE Lookahead	1	40	131882	132255	1960	0	1241	719	454931097	392283596	719
CTE Lookahead	1	40	131882	132255	1960	0	1241	719	496260999	434889866	719
CTE Lookahead	1	40	131882	132255	1960	0	1241	719	523541019	452764062	719
CTE Lookahead	2	40	131882	132255	1960	0	1637	323	270908526	208549042	323
CTE Lookahead	2	40	131882	132255	1960	0	1637	323	218159886	175744327	323
CTE Lookahead	2	40	131882	132255	1960	0	1637	323	305348549	235823118	323
CTE Lookahead	2	40	131882	132255	1960	0	1637	323	267389645	217435639	323
CTE Lookahead	2	40	131882	132255	1960	0	1637	323	259765753	216579972	323
CTE Lookahead	3	40	131882	132255	1960	0	1792	168	164267945	124180259	168
CTE Lookahead	3	40	131882	132255	1960	0	1792	168	167352253	119882826	168
CTE Lookahead	3	40	131882	132255	1960	0	1792	168	167681251	125917741	168
CTE Lookahead	3	40	131882	132255	1960	0	1792	168	160386917	114509733	168
CTE Lookahead	3	40	131882	132255	1960	0	1792	168	186804296	137704170	168
CTE Lookahead	4	40	131882	132255	1960	0	1853	107	171354043	113635685	107
CTE Lookahead	4	40	131882	132255	1960	0	1853	107	165513271	114722451	107
CTE Lookahead	4	40	131882	132255	1960	0	1853	107	154752263	102405512	107
CTE Lookahead	4	40	131882	132255	1960	0	1853	107	166283632	109796678	107
CTE Lookahead	4	40	131882	132255	1960	0	1853	107	194268269	136677591	107
CTE Lookahead	5	40	131882	132255	1960	0	1888	72	148345752	106208856	72
CTE Lookahead	5	40	131882	132255	1960	0	1888	72	149114779	107149610	72
CTE Lookahead	5	40	131882	132255	1960	0	1888	72	150892373	107729540	72
CTE Lookahead	5	40	131882	132255	1960	0	1888	72	148474304	106219212	72
CTE Lookahead	5	40	131882	132255	1960	0	1888	72	199604123	136674986	72
CTE Lookahead	6	40	131882	132255	1960	0	1906	54	342702723	266823253	54
CTE Lookahead	6	40	131882	132255	1960	0	1906	54	237198518	180562255	54
CTE Lookahead	6	40	131882	132255	1960	0	1906	54	237526908	180100557	54
CTE Lookahead	6	40	131882	132255	1960	0	1906	54	302205209	229577150	54
CTE Lookahead	6	40	131882	132255	1960	0	1906	54	241603976	181906445	54
CTE Lookahead	7	40	131882	132255	1960	0	1919	41	491244581	386772840	41
CTE Lookahead	7	40	131882	132255	1960	0	1919	41	461134879	378697155	41
CTE Lookahead	7	40	131882	132255	1960	0	1919	41	459744549	368620338	41
CTE Lookahead	7	40	131882	132255	1960	0	1919	41	465783166	364320826	41
CTE Lookahead	7	40	131882	132255	1960	0	1919	41	463915453	379289140	41
CTE Lookahead	8	40	131882	132255	1960	0	1927	33	1251239316	1116319210	33
CTE Lookahead	8	40	131882	132255	1960	0	1927	33	1183296965	1051383875	33
CTE Lookahead	8	40	131882	132255	1960	0	1927	33	1186651573	1071099434	33
CTE Lookahead	8	40	131882	132255	1960	0	1927	33	1165779876	1039291258	33
CTE Lookahead	8	40	131882	132255	1960	0	1927	33	1207482006	1068172503	33
CTE Lookahead	9	40	131882	132255	1960	0	1933	27	3045621498	2894126660	27
CTE Lookahead	9	40	131882	132255	1960	0	1933	27	2949295676	2818736576	27
CTE Lookahead	9	40	131882	132255	1960	0	1933	27	3049534409	2889847908	27
CTE Lookahead	9	40	131882	132255	1960	0	1933	27	3238528528	3095908454	27
CTE Lookahead	9	40	131882	132255	1960	0	1933	27	3006156144	2844184152	27
Lookahead	1	40	131882	132255	1960	0	1638	322	1236554200	1153831847	644
Lookahead	1	40	131882	132255	1960	0	1638	322	1165772893	1084468233	644
Lookahead	1	40	131882	132255	1960	0	1638	322	1438835501	1354358788	644
Lookahead	1	40	131882	132255	1960	0	1638	322	1386418852	1306164539	644
Lookahead	1	40	131882	132255	1960	0	1638	322	1212758564	1137988136	644
Lookahead	5	40	131882	132255	1960	0	1906	54	822415595	733990895	324
Lookahead	5	40	131882	132255	1960	0	1906	54	806720454	724119817	324
Lookahead	5	40	131882	132255	1960	0	1906	54	677219435	595951611	324
Lookahead	5	40	131882	132255	1960	0	1906	54	691175442	611415694	324
Lookahead	5	40	131882	132255	1960	0	1906	54	823286055	736471890	324
Lookahead	10	40	131882	132255	1960	0	1944	16	461204448	391664495	176
Lookahead	10	40	131882	132255	1960	0	1944	16	425359890	355999851	176
Lookahead	10	40	131882	132255	1960	0	1944	16	389158284	314450549	176
Lookahead	10	40	131882	132255	1960	0	1944	16	481443116	397981893	176
Lookahead	10	40	131882	132255	1960	0	1944	16	420512528	342954128	176
Lookahead	20	40	131882	132255	1960	0	1954	6	389196976	286011363	126
Lookahead	20	40	131882	132255	1960	0	1954	6	417023504	298066346	126
Lookahead	20	40	131882	132255	1960	0	1954	6	389639341	267054711	126
Lookahead	20	40	131882	132255	1960	0	1954	6	406870538	296305700	126
Lookahead	20	40	131882	132255	1960	0	1954	6	443069876	330155891	126
Lookahead	40	40	131882	132255	1960	0	1959	1	235839953	125590855	41
Lookahead	40	40	131882	132255	1960	0	1959	1	246134664	119163759	41
Lookahead	40	40	131882	132255	1960	0	1959	1	268161483	142058393	41
Lookahead	40	40	131882	132255	1960	0	1959	1	236080732	120342472	41
Lookahead	40	40	131882	132255	1960	0	1959	1	190869063	103290136	41
Lookahead	60	40	131882	132255	1960	0	1959	1	808100487	298992142	61
Lookahead	60	40	131882	132255	1960	0	1959	1	839200320	331707985	61
Lookahead	60	40	131882	132255	1960	0	1959	1	851657733	311196911	61
Lookahead	60	40	131882	132255	1960	0	1959	1	865184212	326514554	61
Lookahead	60	40	131882	132255	1960	0	1959	1	774881196	278605961	61
Lookahead	80	40	131882	132255	1960	0	1959	1	1748466648	510697524	81
Lookahead	80	40	131882	132255	1960	0	1959	1	1796192618	504707351	81
Lookahead	80	40	131882	132255	1960	0	1959	1	2024945193	581228710	81
Lookahead	80	40	131882	132255	1960	0	1959	1	2045300591	584426705	81
Lookahead	80	40	131882	132255	1960	0	1959	1	2196801403	646888134	81
Lookahead	100	40	131882	132255	1960	0	1959	1	4961930060	1394584231	101
Lookahead	100	40	131882	132255	1960	0	1959	1	4646984689	1254051941	101
Lookahead	100	40	131882	132255	1960	0	1959	1	4839110127	1322796809	101
Lookahead	100	40	131882	132255	1960	0	1959	1	4697969185	1290516058	101
Lookahead	100	40	131882	132255	1960	0	1959	1	4812078824	1277377824	101
Lookahead	120	40	131882	132255	1960	0	1959	1	11792649509	3811313263	121
Lookahead	120	40	131882	132255	1960	0	1959	1	11655963651	3606751847	121
Lookahead	120	40	131882	132255	1960	0	1959	1	11796582851	3872422171	121
Lookahead	120	40	131882	132255	1960	0	1959	1	11910817513	3815088619	121
Lookahead	120	40	131882	132255	1960	0	1959	1	11737180332	3866638738	121
Lookahead	140	40	131882	132255	1960	0	1959	1	17922595401	6189839471	141
Lookahead	140	40	131882	132255	1960	0	1959	1	17969962576	6363085272	141
Lookahead	140	40	131882	132255	1960	0	1959	1	17872817552	6164314250	141
Lookahead	140	40	131882	132255	1960	0	1959	1	17786080418	6324511587	141
Lookahead	140	40	131882	132255	1960	0	1959	1	17614868175	5979828783	141
Lookahead	160	40	131882	132255	1960	0	1959	1	26407288191	9000070562	161
Lookahead	160	40	131882	132255	1960	0	1959	1	25640783189	8704039673	161
Lookahead	160	40	131882	132255	1960	0	1959	1	25989554248	8641815905	161
Lookahead	160	40	131882	132255	1960	0	1959	1	26426345797	9279919115	161
Lookahead	160	40	131882	132255	1960	0	1959	1	26076448143	8867601941	161
Lookahead	180	40	131882	132255	1960	0	1959	1	36354971362	11659822801	181
Lookahead	180	40	131882	132255	1960	0	1959	1	36326418087	11718273089	181
